All hps: 2023-07-11 23:21:39 model=pt_resnet dataset=mnist attack=square_l2 n_ex=100 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 9.00%
Initial square side=5 for bumps
1: acc=9.00% acc_corr=100.00% avg#q_ae=nan med#q_ae=nan s=6->7, n_ex=9, 0s, loss=2.409, max_pert=0.0, impr=3
174: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.138, max_pert=0.0, impr=1
175: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.138, max_pert=0.1, impr=0
176: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.129, max_pert=0.0, impr=3
177: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.129, max_pert=0.0, impr=0
178: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.128, max_pert=0.1, impr=2
179: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.128, max_pert=0.0, impr=3
180: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.128, max_pert=0.0, impr=1
181: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.127, max_pert=0.0, impr=1
182: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.127, max_pert=0.0, impr=3
183: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.127, max_pert=0.0, impr=0
184: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.127, max_pert=0.1, impr=0
185: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.126, max_pert=0.0, impr=2
186: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.126, max_pert=0.0, impr=3
187: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.125, max_pert=0.1, impr=1
188: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.125, max_pert=0.1, impr=0
189: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.125, max_pert=0.0, impr=1
190: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.125, max_pert=0.0, impr=2
191: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.125, max_pert=0.0, impr=1
192: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.125, max_pert=0.0, impr=0
193: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.124, max_pert=0.0, impr=1
194: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.124, max_pert=0.1, impr=1
195: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.124, max_pert=0.0, impr=1
196: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.124, max_pert=0.1, impr=1
197: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.124, max_pert=0.1, impr=0
198: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.121, max_pert=0.0, impr=2
199: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.121, max_pert=0.0, impr=1
200: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.121, max_pert=0.0, impr=0
201: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.121, max_pert=0.0, impr=1
202: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.121, max_pert=0.0, impr=0
203: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.117, max_pert=0.0, impr=4
204: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.117, max_pert=0.1, impr=3
205: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.117, max_pert=0.1, impr=0
206: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.117, max_pert=0.1, impr=0
207: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.115, max_pert=0.0, impr=3
208: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.115, max_pert=0.1, impr=2
209: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.115, max_pert=0.1, impr=2
210: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.115, max_pert=0.1, impr=1
211: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.115, max_pert=0.0, impr=2
212: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.115, max_pert=0.1, impr=0
213: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.114, max_pert=0.0, impr=2
214: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.114, max_pert=0.0, impr=0
215: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.113, max_pert=0.0, impr=2
216: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.113, max_pert=0.0, impr=0
217: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.113, max_pert=0.0, impr=2
218: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.113, max_pert=0.1, impr=0
219: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.113, max_pert=0.0, impr=1
220: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.113, max_pert=0.1, impr=0
221: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.113, max_pert=0.1, impr=0
222: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.113, max_pert=0.1, impr=1
223: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.113, max_pert=0.1, impr=1
224: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.112, max_pert=0.1, impr=2
225: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.112, max_pert=0.1, impr=1
226: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.112, max_pert=0.0, impr=0
227: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.112, max_pert=0.1, impr=1
228: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.112, max_pert=0.1, impr=0
229: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.112, max_pert=0.1, impr=2
230: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.112, max_pert=0.0, impr=0
231: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.110, max_pert=0.0, impr=2
232: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.109, max_pert=0.1, impr=1
233: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.109, max_pert=0.0, impr=1
234: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.108, max_pert=0.1, impr=2
235: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.108, max_pert=0.0, impr=0
236: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.108, max_pert=0.1, impr=1
237: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.108, max_pert=0.0, impr=0
238: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.108, max_pert=0.1, impr=0
239: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.108, max_pert=0.0, impr=1
240: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.108, max_pert=0.0, impr=0
241: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.108, max_pert=0.1, impr=2
242: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.108, max_pert=0.0, impr=2
243: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.108, max_pert=0.1, impr=0
244: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.108, max_pert=0.0, impr=0
245: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.106, max_pert=0.0, impr=1
246: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.106, max_pert=0.1, impr=2
247: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.105, max_pert=0.1, impr=3
248: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.105, max_pert=0.1, impr=0
249: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.105, max_pert=0.1, impr=0
250: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.105, max_pert=0.1, impr=0
251: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.103, max_pert=0.0, impr=1
252: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.103, max_pert=0.1, impr=1
253: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.103, max_pert=0.1, impr=1
254: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.103, max_pert=0.1, impr=0
255: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.103, max_pert=0.1, impr=0
256: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.103, max_pert=0.0, impr=1
257: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.103, max_pert=0.0, impr=2
258: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.102, max_pert=0.1, impr=3
259: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.102, max_pert=0.1, impr=1
260: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.102, max_pert=0.0, impr=0
261: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 1s, loss=2.102, max_pert=0.1, impr=0
262: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.101, max_pert=0.0, impr=1
263: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.101, max_pert=0.1, impr=0
264: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.101, max_pert=0.0, impr=0
265: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.093, max_pert=0.1, impr=2
266: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.093, max_pert=0.1, impr=1
267: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.093, max_pert=0.0, impr=0
268: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.092, max_pert=0.0, impr=1
269: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.092, max_pert=0.1, impr=0
270: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.092, max_pert=0.1, impr=0
271: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.092, max_pert=0.0, impr=1
272: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.092, max_pert=0.0, impr=1
273: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.092, max_pert=0.1, impr=2
274: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.092, max_pert=0.0, impr=1
275: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.092, max_pert=0.0, impr=0
276: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.092, max_pert=0.0, impr=1
277: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.092, max_pert=0.1, impr=0
278: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.092, max_pert=0.1, impr=0
279: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.091, max_pert=0.0, impr=1
280: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.091, max_pert=0.0, impr=0
281: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.091, max_pert=0.0, impr=0
282: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.091, max_pert=0.0, impr=0
283: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.091, max_pert=0.0, impr=0
284: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.080, max_pert=0.0, impr=1
285: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.079, max_pert=0.1, impr=2
286: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.078, max_pert=0.1, impr=3
287: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.077, max_pert=0.1, impr=2
288: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.076, max_pert=0.0, impr=1
289: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.076, max_pert=0.0, impr=1
290: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.076, max_pert=0.1, impr=0
291: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.076, max_pert=0.1, impr=1
292: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.075, max_pert=0.0, impr=3
293: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.075, max_pert=0.0, impr=1
294: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.074, max_pert=0.1, impr=1
295: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.074, max_pert=0.1, impr=1
296: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.073, max_pert=0.1, impr=2
297: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.073, max_pert=0.0, impr=3
298: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.071, max_pert=0.1, impr=1
299: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.071, max_pert=0.0, impr=1
300: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.071, max_pert=0.0, impr=1
301: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.070, max_pert=0.0, impr=1
302: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.070, max_pert=0.1, impr=0
303: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.070, max_pert=0.0, impr=1
304: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.070, max_pert=0.0, impr=1
305: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.069, max_pert=0.1, impr=2
306: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.069, max_pert=0.1, impr=0
307: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.069, max_pert=0.0, impr=2
308: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.069, max_pert=0.0, impr=1
309: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.069, max_pert=0.0, impr=1
310: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.069, max_pert=0.1, impr=0
311: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.069, max_pert=0.0, impr=0
312: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.069, max_pert=0.1, impr=0
313: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.069, max_pert=0.0, impr=0
314: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.068, max_pert=0.1, impr=2
315: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.068, max_pert=0.1, impr=1
316: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.068, max_pert=0.1, impr=2
317: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.068, max_pert=0.1, impr=1
318: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.068, max_pert=0.1, impr=2
319: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.068, max_pert=0.0, impr=1
320: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.067, max_pert=0.1, impr=2
321: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.067, max_pert=0.0, impr=0
322: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.067, max_pert=0.1, impr=1
323: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.066, max_pert=0.1, impr=3
324: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.066, max_pert=0.0, impr=1
325: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.066, max_pert=0.0, impr=2
326: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.065, max_pert=0.0, impr=1
327: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.065, max_pert=0.0, impr=1
328: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.065, max_pert=0.0, impr=0
329: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.065, max_pert=0.0, impr=2
330: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.065, max_pert=0.1, impr=0
331: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.064, max_pert=0.0, impr=3
332: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.064, max_pert=0.0, impr=0
333: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.062, max_pert=0.0, impr=3
334: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.061, max_pert=0.0, impr=1
335: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.061, max_pert=0.0, impr=1
336: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.060, max_pert=0.1, impr=3
337: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.060, max_pert=0.1, impr=3
338: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.060, max_pert=0.0, impr=0
339: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.060, max_pert=0.0, impr=1
340: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.059, max_pert=0.0, impr=1
341: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.050, max_pert=0.0, impr=1
342: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.050, max_pert=0.0, impr=2
343: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.050, max_pert=0.1, impr=0
344: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.049, max_pert=0.0, impr=1
345: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 2s, loss=2.049, max_pert=0.0, impr=1
